CoM ID,Common Name,Scientific Name,Genus,Family,Diameter Breast Height,Year Planted,Date Planted,Age Description,Useful Life Expectency,Useful Life Expectency Value,Precinct,Located in,UploadDate,CoordinateLocation,Latitude,Longitude,Easting,Northing
1063294,Hill¿s Weeping Fig,Ficus microcarpa,Ficus,Moraceae,27,2000,1/1/00,Semi-Mature,21-30 years,30,NA,Street,30/9/20,"(-37.82181161473636, 144.95383430550868)",-37.82181161,144.9538343,319908.72,5811982.66
1050997,Weeping Myrtle,Syzygium floribundum,Syzygium,Myrtaceae,NA,1900,2/1/00,NA,NA,NA,NA,Park,30/9/20,"(-37.779699005410315, 144.95675642757186)",-37.77969901,144.9567564,320063.75,5816661.36
1035509,Weeping Myrtle,Syzygium floribundum,Syzygium,Myrtaceae,35,1900,2/1/00,Semi-Mature,11-20 years,20,NA,Park,30/9/20,"(-37.83879160364584, 144.98503077254654)",-37.8387916,144.9850308,322695.39,5810158.16
1061448,Sweet Michelia,Magnolia doltsopa,Magnolia,Magnoliaceae,5,2000,1/1/00,Juvenile,31-60 years,60,NA,Street,30/9/20,"(-37.808245045931955, 144.95306063803804)",-37.80824505,144.9530606,319807.63,5813486.6
1058317,Weeping Myrtle,Syzygium floribundum,Syzygium,Myrtaceae,41,1900,2/1/00,Semi-Mature,31-60 years,60,NA,Park,30/9/20,"(-37.814222054934866, 144.98269725377483)",-37.81422205,144.9826973,322431.14,5812880.11
1059639,Red Box,Eucalyptus polyanthemos,Eucalyptus,Myrtaceae,30,2000,10/10/00,Semi-Mature,31-60 years,60,NA,Street,30/9/20,"(-37.795854617183295, 144.97285971268977)",-37.79585462,144.9728597,321520.9,5814899.52
1030106,Liquidamber or Sweet Gum,Liquidambar styraciflua,Liquidambar,Altingiaceae,29,1900,1/1/00,Semi-Mature,31-60 years,60,NA,Street,30/9/20,"(-37.82566228682509, 144.96229111942543)",-37.82566229,144.9622911,320662.44,5811571.64
1063727,English Oak,Quercus robur,Quercus,Fagaceae,38,2000,1/1/00,Semi-Mature,11-20 years,20,NA,Park,30/9/20,"(-37.81972948408983, 144.97254317146636)",-37.81972948,144.9725432,321550.52,5812249.62
1057591,Willow Gum,Eucalyptus scoparia,Eucalyptus,Myrtaceae,23,1900,1/1/00,Semi-Mature,31-60 years,60,NA,Park,30/9/20,"(-37.79070217825282, 144.92296912352654)",-37.79070218,144.9229691,317115.11,5815374.8
1015141,London Plane,Platanus x acerifolia,Platanus,Platanaceae,22,1900,2/1/00,Semi-Mature,11-20 years,20,NA,Street,30/9/20,"(-37.79939207833574, 144.9491088177346)",-37.79939208,144.9491088,319438.15,5814461.35
1020653,Spotted Gum,Corymbia maculata,Corymbia,Myrtaceae,NA,1900,1/1/00,NA,NA,NA,NA,Street,30/9/20,"(-37.77656654629538, 144.9430019877046)",-37.77656655,144.943002,318844.7,5816982.39
1056903,Lemon Scented Gum,Corymbia citriodora,Corymbia,Myrtaceae,19,1900,2/1/00,Semi-Mature,31-60 years,60,NA,Park,30/9/20,"(-37.82009515280964, 144.9598638477881)",-37.82009515,144.9598638,320435.3,5812184.74
1061966,Ironbark,Eucalyptus sideroxylon,Eucalyptus,Myrtaceae,51,2000,1/1/00,Mature,31-60 years,60,NA,Park,30/9/20,"(-37.78087304230081, 144.96131624888136)",-37.78087304,144.9613162,320468.19,5816539.85
1015803,Spotted Gum,Corymbia maculata,Corymbia,Myrtaceae,41,1900,2/1/00,Mature,31-60 years,60,NA,Street,30/9/20,"(-37.79697322809161, 144.95075999317444)",-37.79697323,144.95076,319577.65,5814732.95
1056544,River red gum,Eucalyptus camaldulensis,Eucalyptus,Myrtaceae,53,1900,2/1/00,Semi-Mature,31-60 years,60,NA,Park,30/9/20,"(-37.80014650074286, 144.91189795122574)",-37.8001465,144.911898,316163.59,5814305.07
1062120,Senegal Date Palm,Phoenix reclinata,Phoenix,Arecaceae,0,2000,1/1/00,Semi-Mature,31-60 years,60,NA,Park,30/9/20,"(-37.81709296030294, 144.98974871569334)",-37.81709296,144.9897487,323058.75,5812574.92
1034885,English Elm,Ulmus procera,Ulmus,Ulmaceae,57,1900,2/1/00,Mature,11-20 years,20,NA,Park,30/9/20,"(-37.84524785636078, 144.98352349175042)",-37.84524786,144.9835235,322578.22,5809438.87
1025740,Moptop,Robinia pseudoacacia,Robinia,Fabaceae,NA,1900,2/1/00,NA,NA,NA,NA,Street,30/9/20,"(-37.8082631597305, 144.9739087644647)",-37.80826316,144.9739088,321643.13,5813524.6
1023379,London Plane,Platanus x acerifolia,Platanus,Platanaceae,22,1900,2/1/00,Semi-Mature,<1 year,1,NA,Street,30/9/20,"(-37.80970900525461, 144.95828772072224)",-37.80970901,144.9582877,320271.37,5813334.22
1061120,Smooth-barked apple,Angophora costata,Angophora,Myrtaceae,26,2000,1/1/00,Semi-Mature,21-30 years,30,NA,Street,30/9/20,"(-37.82990549565189, 144.96557578833225)",-37.8299055,144.9655758,320961.81,5811107.09
1043396,Yellow Box,Eucalyptus melliodora,Eucalyptus,Myrtaceae,NA,1900,2/1/00,NA,NA,NA,NA,Park,30/9/20,"(-37.79242462385622, 144.95065095151514)",-37.79242462,144.950651,319556.98,5815237.48
1063897,Callery Pear,Pyrus calleryana,Pyrus,Rosaceae,9,2000,1/1/00,Juvenile,11-20 years,20,NA,Street,30/9/20,"(-37.794081226336814, 144.97194607445132)",-37.79408123,144.9719461,321436.18,5815094.56
1044820,Bangalay,Eucalyptus botryoides,Eucalyptus,Myrtaceae,NA,1900,2/1/00,NA,NA,NA,NA,Park,30/9/20,"(-37.78646503047705, 144.94559108493402)",-37.78646503,144.9455911,319096.88,5815889.01
1028582,Oleander,Nerium oleander,Nerium,Apocynaceae,0,1900,1/1/00,Semi-Mature,21-30 years,30,NA,Street,30/9/20,"(-37.83362201113114, 144.98677980030638)",-37.83362201,144.9867798,322836.94,5810735.13
1061516,London Plane,Platanus x acerifolia,Platanus,Platanaceae,18,2000,1/1/00,Semi-Mature,21-30 years,30,NA,Street,30/9/20,"(-37.808119408600575, 144.96323577848858)",-37.80811941,144.9632358,320703.14,5813520.12
1021734,London Plane,Platanus x acerifolia,Platanus,Platanaceae,39,1900,2/1/00,Semi-Mature,1-5 years (<50% canopy),5,NA,Street,30/9/20,"(-37.797918021001806, 144.966058394906)",-37.79791802,144.9660584,320927,5814657.54
1028078,London Plane,Platanus x acerifolia,Platanus,Platanaceae,35,1900,2/1/00,Semi-Mature,21-30 years,30,NA,Park,30/9/20,"(-37.84525741843381, 144.97897331994787)",-37.84525742,144.9789733,322177.85,5809429.15
1027331,Elm,Ulmus unknown,Ulmus,Ulmaceae,72,1900,2/1/00,Mature,6-10 years (<50% canopy),10,NA,Street,30/9/20,"(-37.82441265098367, 144.98628674796723)",-37.82441265,144.9862867,322771.51,5811756.12
1022996,Elm,Ulmus unknown,Ulmus,Ulmaceae,20,1900,2/1/00,Semi-Mature,21-30 years,30,NA,Street,30/9/20,"(-37.80210956300275, 144.96575998346208)",-37.80210956,144.96576,320910.85,5814191.85
1024096,London Plane,Platanus x acerifolia,Platanus,Platanaceae,48,1900,1/1/00,Mature,21-30 years,30,NA,Street,30/9/20,"(-37.81354264270864, 144.95708445249792)",-37.81354264,144.9570845,320174.74,5812906.5
1024296,Cyprus Plane,Platanus orientalis,Platanus,Platanaceae,35,1900,1/1/00,Semi-Mature,11-20 years,20,NA,Street,30/9/20,"(-37.81766842747943, 144.95540382389092)",-37.81766843,144.9554038,320036.81,5812445.44
1063144,Flowering Gum,Corymbia ficifolia,Corymbia,Myrtaceae,22,2000,1/1/00,Semi-Mature,21-30 years,30,NA,Street,30/9/20,"(-37.82971647266154, 144.90070048083217)",-37.82971647,144.9007005,315251.4,5811001.68
1057500,Huntingdon Elm,Ulmus x hollandica,Ulmus,Ulmaceae,11,1900,1/1/00,Juvenile,21-30 years,30,NA,Park,30/9/20,"(-37.79176097216289, 144.92239722530311)",-37.79176097,144.9223972,317067.36,5815256.19
1057582,Huntingdon Elm,Ulmus x hollandica,Ulmus,Ulmaceae,18,1900,1/1/00,Semi-Mature,21-30 years,30,NA,Park,30/9/20,"(-37.79037442051879, 144.92350055253073)",-37.79037442,144.9235006,317161.1,5815412.21
1024299,Cyprus Plane,Platanus orientalis,Platanus,Platanaceae,34,1900,1/1/00,Semi-Mature,11-20 years,20,NA,Street,30/9/20,"(-37.81750721984394, 144.95595991177598)",-37.81750722,144.9559599,320085.37,5812464.4
1054758,River red gum,Eucalyptus camaldulensis,Eucalyptus,Myrtaceae,NA,1900,1/1/00,NA,NA,NA,NA,Park,30/9/20,"(-37.77948848588878, 144.94947037880792)",-37.77948849,144.9494704,319421.53,5816670.67
1058659,London Plane,Platanus x acerifolia,Platanus,Platanaceae,21,2000,24/5/00,Semi-Mature,11-20 years,20,NA,Street,30/9/20,"(-37.794927218951464, 144.97146265892428)",-37.79492722,144.9714627,321395.65,5814999.76
1015174,Spotted Gum,Corymbia maculata,Corymbia,Myrtaceae,29,1900,2/1/00,Semi-Mature,31-60 years,60,NA,Street,30/9/20,"(-37.799782187681124, 144.94868916690885)",-37.79978219,144.9486892,319402.15,5814417.25
1063908,English Oak,Quercus robur,Quercus,Fagaceae,67,2000,1/1/00,Mature,21-30 years,30,NA,Park,30/9/20,"(-37.80733723850328, 144.97070816613086)",-37.80733724,144.9707082,321359.12,5813621.23
1024319,London Plane,Platanus x acerifolia,Platanus,Platanaceae,21,1900,1/1/00,Semi-Mature,11-20 years,20,NA,Street,30/9/20,"(-37.817709012731534, 144.9585530571109)",-37.81770901,144.9585531,320314.13,5812447
1017804,Brush Box,Lophostemon confertus,Lophostemon,Myrtaceae,33,1900,2/1/00,Semi-Mature,21-30 years,30,NA,Street,30/9/20,"(-37.80467104151859, 144.95743901830863)",-37.80467104,144.957439,320184.43,5813891.63
1033662,Canary Island Date Palm,Phoenix canariensis,Phoenix,Arecaceae,72,1900,2/1/00,Mature,31-60 years,60,NA,Park,30/9/20,"(-37.82169005606099, 144.97251019603314)",-37.82169006,144.9725102,321552.34,5812032
1054959,Spotted Gum,Corymbia maculata,Corymbia,Myrtaceae,58,1900,1/1/00,Mature,6-10 years (<50% canopy),10,NA,Park,30/9/20,"(-37.779801466436034, 144.9511638326302)",-37.77980147,144.9511638,319571.44,5816639.21
1062151,Pin Oak,Quercus palustris,Quercus,Fagaceae,NA,2000,1/1/00,NA,NA,NA,NA,Street,30/9/20,"(-37.818337926460444, 144.98872422161276)",-37.81833793,144.9887242,322971.54,5812434.83
1023128,London Plane,Platanus x acerifolia,Platanus,Platanaceae,25,1900,2/1/00,Semi-Mature,21-30 years,30,NA,Street,30/9/20,"(-37.803946200852586, 144.96624738355703)",-37.8039462,144.9662474,320958.2,5813988.98
1059649,Red Box,Eucalyptus polyanthemos,Eucalyptus,Myrtaceae,30,2000,10/10/00,Semi-Mature,31-60 years,60,NA,Street,30/9/20,"(-37.79574687380647, 144.97190404310325)",-37.79574687,144.971904,321436.49,5814909.65
1062144,Pin Oak,Quercus palustris,Quercus,Fagaceae,13,2000,1/1/00,Semi-Mature,31-60 years,60,NA,Street,30/9/20,"(-37.81862623263536, 144.98857234855018)",-37.81862623,144.9885723,322958.86,5812402.55
1054765,River red gum,Eucalyptus camaldulensis,Eucalyptus,Myrtaceae,57,1900,1/1/00,Mature,1-5 years (<50% canopy),5,NA,Park,30/9/20,"(-37.77922629709731, 144.94946831413012)",-37.7792263,144.9494683,319420.71,5816699.76
1038606,English Elm,Ulmus procera,Ulmus,Ulmaceae,93,1900,2/1/00,Mature,6-10 years (<50% canopy),10,NA,Park,30/9/20,"(-37.78169031297626, 144.96261772431478)",-37.78169031,144.9626177,320584.79,5816451.66
1058762,English Elm,Ulmus procera,Ulmus,Ulmaceae,NA,1900,2/1/00,NA,NA,NA,NA,Street,30/9/20,"(-37.806099332852924, 144.96438246830843)",-37.80609933,144.9643825,320799.21,5813746.48
1019452,Elm,Ulmus unknown,Ulmus,Ulmaceae,20,1900,2/1/00,Semi-Mature,31-60 years,60,NA,Street,30/9/20,"(-37.7923420826758, 144.9582056044761)",-37.79234208,144.9582056,320222.03,5815261.2
1024259,London Plane,Platanus x acerifolia,Platanus,Platanaceae,51,1900,1/1/00,Mature,6-10 years (<50% canopy),10,NA,Street,30/9/20,"(-37.81613567355727, 144.95695923498494)",-37.81613567,144.9569592,320170.01,5812618.52
1061890,Lightwood Wattle,Acacia implexa,Acacia,Fabaceae,13,1900,2/1/00,Semi-Mature,11-20 years,20,NA,Park,30/9/20,"(-37.779928016448835, 144.96186541667313)",-37.77992802,144.9618654,320514.27,5816645.77
1026712,Dutch Elm,Ulmus x hollandica,Ulmus,Ulmaceae,14,1900,1/1/00,Semi-Mature,21-30 years,30,NA,Street,30/9/20,"(-37.813976492692284, 144.98424484988598)",-37.81397649,144.9842448,322566.79,5812910.3
1024742,London Plane,Platanus x acerifolia,Platanus,Platanaceae,NA,1900,1/1/00,NA,NA,NA,NA,Street,30/9/20,"(-37.81564438515375, 144.9587017229716)",-37.81564439,144.9587017,320322.21,5812676.39
1061127,Smooth-barked apple,Angophora costata,Angophora,Myrtaceae,24,2000,1/1/00,Semi-Mature,31-60 years,60,NA,Street,30/9/20,"(-37.82897848591607, 144.96558784423766)",-37.82897849,144.9655878,320960.63,5811209.98
1017153,London Plane,Platanus x acerifolia,Platanus,Platanaceae,32,1900,1/1/00,Semi-Mature,11-20 years,20,NA,Street,30/9/20,"(-37.79821874082624, 144.92042962060913)",-37.79821874,144.9204296,316910.04,5814535.74
1063014,Spotted Gum,Corymbia maculata,Corymbia,Myrtaceae,28,2000,1/1/00,Semi-Mature,21-30 years,30,NA,Street,30/9/20,"(-37.8249692449244, 144.90578194906206)",-37.82496924,144.9057819,315686.83,5811538.51
1062126,Spotted Gum,Corymbia maculata,Corymbia,Myrtaceae,22,2000,1/1/00,Semi-Mature,61+ years,80,NA,Park,30/9/20,"(-37.81720527245682, 144.9895812899614)",-37.81720527,144.9895813,323044.28,5812562.14
1020313,Manchurian Pear,Pyrus ussuriensis,Pyrus,Rosaceae,24,1900,2/1/00,Semi-Mature,21-30 years,30,NA,Street,30/9/20,"(-37.78993213968838, 144.95801258234633)",-37.78993214,144.9580126,320199.19,5815528.25
1042117,River Sheoak,Casuarina cunninghamiana,Casuarina,Casuarinaceae,NA,1900,2/1/00,NA,NA,NA,NA,Park,30/9/20,"(-37.79378935896146, 144.95151038792451)",-37.79378936,144.9515104,319635.98,5815087.7
1023134,London Plane,Platanus x acerifolia,Platanus,Platanaceae,13,1900,2/1/00,Semi-Mature,6-10 years (>50% canopy),10,NA,Street,30/9/20,"(-37.80427100569257, 144.96632683780237)",-37.80427101,144.9663268,320965.98,5813953.09
1029303,London Plane,Platanus x acerifolia,Platanus,Platanaceae,66,1900,1/1/00,Mature,11-20 years,20,NA,Street,30/9/20,"(-37.83517795149003, 144.9775454009569)",-37.83517795,144.9775454,322027.97,5810544.91
1015044,London Plane,Platanus x acerifolia,Platanus,Platanaceae,43,1900,2/1/00,Mature,6-10 years (>50% canopy),10,NA,Street,30/9/20,"(-37.80007322647072, 144.94840229386085)",-37.80007323,144.9484023,319377.6,5814384.4
1029981,London Plane,Platanus x acerifolia,Platanus,Platanaceae,33,1900,1/1/00,Semi-Mature,21-30 years,30,NA,Street,30/9/20,"(-37.82228137250933, 144.9675948178091)",-37.82228137,144.9675948,321121.1,5811956.98
1047918,Boobialla,Myoporum insulare,Myoporum,Scrophulariaceae,NA,1900,2/1/00,NA,NA,NA,NA,Park,30/9/20,"(-37.78920712642763, 144.94880667314672)",-37.78920713,144.9488067,319386.74,5815590.95
1043141,River red gum,Eucalyptus camaldulensis,Eucalyptus,Myrtaceae,NA,1900,2/1/00,NA,NA,NA,NA,Park,30/9/20,"(-37.79265432443748, 144.95074362980603)",-37.79265432,144.9507436,319565.7,5815212.17
1017064,London Plane,Platanus x acerifolia,Platanus,Platanaceae,40,1900,2/1/00,Mature,21-30 years,30,NA,Street,30/9/20,"(-37.80183765245518, 144.91854669243844)",-37.80183765,144.9185467,316753.19,5814130.47
1017907,London Plane,Platanus x acerifolia,Platanus,Platanaceae,NA,1900,2/1/00,NA,NA,NA,NA,Park,30/9/20,"(-37.80516385335927, 144.95886587004418)",-37.80516385,144.9588659,320311.25,5813839.69
1015177,Spotted Gum,Corymbia maculata,Corymbia,Myrtaceae,39,1900,2/1/00,Semi-Mature,31-60 years,60,NA,Street,30/9/20,"(-37.80007152450081, 144.94864084365472)",-37.80007152,144.9486408,319398.6,5814385.05
1025739,Chinaberry Tree,Melia azedarach,Melia,Meliaceae,35,1900,2/1/00,Mature,6-10 years (>50% canopy),10,NA,Street,30/9/20,"(-37.808277671385646, 144.97400843684593)",-37.80827767,144.9740084,321651.94,5813523.18
1031485,Weeping Myrtle,Syzygium floribundum,Syzygium,Myrtaceae,36,1900,2/1/00,Mature,11-20 years,20,NA,Street,30/9/20,"(-37.827093525146324, 144.95722044765657)",-37.82709353,144.9572204,320219.6,5811403.07
1025020,London Plane,Platanus x acerifolia,Platanus,Platanaceae,37,1900,1/1/00,Semi-Mature,21-30 years,30,NA,Street,30/9/20,"(-37.810703841501095, 144.96422295613823)",-37.81070384,144.964223,320796.3,5813235.23
1035068,English Elm,Ulmus procera,Ulmus,Ulmaceae,72,1900,1/1/00,Mature,6-10 years (>50% canopy),10,NA,Park,30/9/20,"(-37.841792469186856, 144.9844962555696)",-37.84179247,144.9844963,322655.54,5809824.15
1060758,Horse Chestnut,Aesculus hippocastanum,Aesculus,Sapindaceae,61,2000,1/1/00,Mature,11-20 years,20,NA,Park,30/9/20,"(-37.81032346431661, 144.97936491576198)",-37.81032346,144.9793649,322128.43,5813306.38
1024966,London Plane,Platanus x acerifolia,Platanus,Platanaceae,42,1900,1/1/00,Semi-Mature,21-30 years,30,NA,Street,30/9/20,"(-37.81431881844514, 144.9658810790899)",-37.81431882,144.9658811,320951.01,5812837.27
1055797,Gossamer Wattle,Acacia floribunda,Acacia,Fabaceae,44,1900,2/1/00,Mature,21-30 years,30,NA,Park,30/9/20,"(-37.792241190660036, 144.95584938234558)",-37.79224119,144.9558494,320014.3,5815267.86
1030314,Lilly Pilly,Syzygium smithii,Syzygium,Myrtaceae,32,1900,2/1/00,Semi-Mature,6-10 years (<50% canopy),10,NA,Street,30/9/20,"(-37.82856248598405, 144.9678096845247)",-37.82856249,144.9678097,321155.18,5811260.4
1057733,Callery Pear,Pyrus calleryana,Pyrus,Rosaceae,24,1900,1/1/00,Semi-Mature,11-20 years,20,NA,Park,30/9/20,"(-37.7914870889959, 144.9214514555751)",-37.79148709,144.9214515,316983.4,5815284.73
1029187,Weeping Myrtle,Syzygium floribundum,Syzygium,Myrtaceae,34,1900,2/1/00,Semi-Mature,21-30 years,30,NA,Street,30/9/20,"(-37.83705737953409, 144.98014528379872)",-37.83705738,144.9801453,322261.29,5810341.31
1058873,London Plane,Platanus x acerifolia,Platanus,Platanaceae,12,1900,1/1/00,Semi-Mature,11-20 years,20,NA,Street,30/9/20,"(-37.81827425776122, 144.9572868525172)",-37.81827426,144.9572869,320204.04,5812381.84
1024451,London Plane,Platanus x acerifolia,Platanus,Platanaceae,47,1900,1/1/00,Mature,11-20 years,20,NA,Street,30/9/20,"(-37.81319053273152, 144.96252879073492)",-37.81319053,144.9625288,320653.17,5812956.04
1061376,Kanooka,Tristaniopsis laurina,Tristaniopsis,Myrtaceae,9,2000,1/1/00,Semi-Mature,31-60 years,60,NA,Park,30/9/20,"(-37.8061184800366, 144.9474657029917)",-37.80611848,144.9474657,319309.87,5813711.77
1015059,London Plane,Platanus x acerifolia,Platanus,Platanaceae,64,1900,1/1/00,Mature,11-20 years,20,NA,Street,30/9/20,"(-37.79983687935123, 144.9462430092702)",-37.79983688,144.946243,319186.9,5814406.45
1021508,Prickly Paperbark,Melaleuca styphelioides,Melaleuca,Myrtaceae,36,1900,1/1/00,Semi-Mature,21-30 years,30,NA,Street,30/9/20,"(-37.79906530648128, 144.9718738136222)",-37.79906531,144.9718738,321441.82,5814541.36
1025969,English Elm,Ulmus procera,Ulmus,Ulmaceae,115,1900,2/1/00,Mature,11-20 years,20,NA,Park,30/9/20,"(-37.8098916252099, 144.9907197420584)",-37.80989163,144.9907197,323127.04,5813375.86
1016924,Bradford Pear,Pyrus calleryana,Pyrus,Rosaceae,26,1900,2/1/00,Semi-Mature,21-30 years,30,NA,Street,30/9/20,"(-37.79635286196594, 144.9331295230829)",-37.79635286,144.9331295,318023.71,5814767.6
1063976,Prickly Paperbark,Melaleuca styphelioides,Melaleuca,Myrtaceae,38,1900,2/1/00,Mature,11-20 years,20,NA,Park,30/9/20,"(-37.79835042357975, 144.92161511448705)",-37.79835042,144.9216151,317014.75,5814523.45
1051626,River red gum,Eucalyptus camaldulensis,Eucalyptus,Myrtaceae,NA,1900,1/1/00,NA,NA,NA,NA,Park,30/9/20,"(-37.785785739569945, 144.95338733447542)",-37.78578574,144.9533873,319781.81,5815979.45
1024328,London Plane,Platanus x acerifolia,Platanus,Platanaceae,39,1900,1/1/00,Semi-Mature,6-10 years (>50% canopy),10,NA,Street,30/9/20,"(-37.818027455244106, 144.95743917863246)",-37.81802746,144.9574392,320216.85,5812409.52
1063789,Kurrajong,Brachychiton populneus,Brachychiton,Malvaceae,7,2000,1/1/00,Juvenile,61+ years,80,NA,Park,30/9/20,"(-37.79887726302023, 144.92642118500075)",-37.79887726,144.9264212,317439.23,5814474.39
1058996,Kaffir Plum,Harpephyllum caffrum,Harpephyllum,Anacardiaceae,NA,1900,2/1/00,NA,NA,NA,NA,Park,30/9/20,"(-37.81337051724815, 144.98285424678522)",-37.81337052,144.9828542,322442.92,5812974.9
1059566,Brush Box,Lophostemon confertus,Lophostemon,Myrtaceae,NA,2000,27/9/00,NA,NA,NA,NA,Street,30/9/20,"(-37.79792461001967, 144.92848854842367)",-37.79792461,144.9284885,317618.92,5814584.14
1018113,Spotted Gum,Corymbia maculata,Corymbia,Myrtaceae,65,1900,1/1/00,Mature,31-60 years,60,NA,Street,30/9/20,"(-37.79228818944373, 144.94320207008838)",-37.79228819,144.9432021,318900.71,5815238.21
1024629,London Plane,Platanus x acerifolia,Platanus,Platanaceae,55,1900,1/1/00,Mature,11-20 years,20,NA,Street,30/9/20,"(-37.817125721055234, 144.9612755116682)",-37.81712572,144.9612755,320552.37,5812516.96
1060867,English Elm,Ulmus procera,Ulmus,Ulmaceae,14,2000,1/1/00,Semi-Mature,31-60 years,60,NA,Street,30/9/20,"(-37.796072735333574, 144.95035911697772)",-37.79607274,144.9503591,319540.16,5814832.1
1041151,Liquidamber or Sweet Gum,Liquidambar styraciflua,Liquidambar,Altingiaceae,11,1900,2/1/00,Semi-Mature,31-60 years,60,NA,Street,30/9/20,"(-37.817087638959585, 144.9680706948235)",-37.81708764,144.9680707,321150.45,5812534.22
1057429,Peppercorn Tree,Schinus molle,Schinus,Anacardiaceae,32,1900,1/1/00,Semi-Mature,31-60 years,60,NA,Park,30/9/20,"(-37.792633924043415, 144.9210023186045)",-37.79263392,144.9210023,316946.68,5815156.59
1062938,London Plane,Platanus x acerifolia,Platanus,Platanaceae,19,2000,1/1/00,Semi-Mature,31-60 years,60,NA,Street,30/9/20,"(-37.82439425965562, 144.9215750301446)",-37.82439426,144.921575,317075.52,5811633.37
1030285,Red Oak,Quercus rubra,Quercus,Fagaceae,20,1900,1/1/00,Semi-Mature,11-20 years,20,NA,Street,30/9/20,"(-37.82702413190022, 144.96755103936107)",-37.82702413,144.967551,321128.7,5811430.61
1022161,English Elm,Ulmus procera,Ulmus,Ulmaceae,98,1900,2/1/00,Mature,6-10 years (>50% canopy),10,NA,Street,30/9/20,"(-37.79661968507246, 144.9647382356679)",-37.79661969,144.9647382,320807.62,5814799.08
1062257,English Elm,Ulmus procera,Ulmus,Ulmaceae,8,2000,1/1/00,Juvenile,1-5 years (<50% canopy),5,NA,Street,30/9/20,"(-37.792286778092134, 144.94597662443635)",-37.79228678,144.9459766,319145.03,5815243.74
1020748,Golden Carolina Poplar,Populus x canadensis,Populus,Salicaceae,79,1900,2/1/00,Mature,21-30 years,30,NA,Street,30/9/20,"(-37.78377533353431, 144.9411709007321)",-37.78377533,144.9411709,318701.04,5816178.91
1062041,Gum,Eucalyptus unknown,Eucalyptus,Myrtaceae,NA,2000,1/1/00,NA,NA,NA,NA,Park,30/9/20,"(-37.78329864847769, 144.9602174520953)",-37.78329865,144.9602175,320377.29,5816268.58
1063722,Jacaranda,Jacaranda mimosifolia,Jacaranda,Bignoniaceae,19,2000,1/1/00,Semi-Mature,31-60 years,60,NA,Park,30/9/20,"(-37.82282871193623, 144.97102042053223)",-37.82282871,144.9710204,321423.95,5811902.8
1041152,Lilly Pilly,Syzygium smithii,Syzygium,Myrtaceae,45,1900,1/1/00,Mature,21-30 years,30,NA,Park,30/9/20,"(-37.81708227801696, 144.96753556261817)",-37.81708228,144.9675356,321103.33,5812533.79
1025030,London Plane,Platanus x acerifolia,Platanus,Platanaceae,25,1900,1/1/00,Semi-Mature,21-30 years,30,NA,Street,30/9/20,"(-37.81007109162706, 144.96393432894413)",-37.81007109,144.9639343,320769.36,5813304.89
1033036,Lilly Pilly,Syzygium smithii,Syzygium,Myrtaceae,57,1900,2/1/00,Mature,11-20 years,20,NA,Park,30/9/20,"(-37.82577101005504, 144.97678372317932)",-37.82577101,144.9767837,321938.32,5811587.31
1015426,Yellow Gum,Eucalyptus leucoxylon,Eucalyptus,Myrtaceae,34,1900,2/1/00,Semi-Mature,31-60 years,60,NA,Street,30/9/20,"(-37.79685148073625, 144.94705536960083)",-37.79685148,144.9470554,319251.15,5814739.3
1032093,Mediterranean cypress,Cupressus sempervirens,Cupressus,Cupressaceae,NA,1900,2/1/00,NA,NA,NA,NA,Park,30/9/20,"(-37.83074682698785, 144.97527254345235)",-37.83074683,144.9752725,321817.28,5811032.28
1037424,Canary Island Date Palm,Phoenix canariensis,Phoenix,Arecaceae,79,1900,1/1/00,Mature,31-60 years,60,NA,Park,30/9/20,"(-37.80955130457999, 144.97337990070892)",-37.8095513,144.9733799,321599.67,5813380.65
1043999,River red gum,Eucalyptus camaldulensis,Eucalyptus,Myrtaceae,NA,1900,2/1/00,NA,NA,NA,NA,Park,30/9/20,"(-37.791725647340115, 144.95023533101715)",-37.79172565,144.9502353,319518.68,5815314.24
1024348,London Plane,Platanus x acerifolia,Platanus,Platanaceae,33,1900,1/1/00,Semi-Mature,6-10 years (>50% canopy),10,NA,Street,30/9/20,"(-37.81891829399011, 144.9543314690947)",-37.81891829,144.9543315,319945.45,5812304.68
1043385,Yellow Box,Eucalyptus melliodora,Eucalyptus,Myrtaceae,NA,1900,2/1/00,NA,NA,NA,NA,Park,30/9/20,"(-37.79254740907154, 144.9506483535736)",-37.79254741,144.9506484,319557.05,5815223.85
1063121,Spotted Gum,Corymbia maculata,Corymbia,Myrtaceae,NA,2000,1/1/00,NA,NA,NA,NA,Street,30/9/20,"(-37.82898624884968, 144.9012710810701)",-37.82898625,144.9012711,315299.8,5811083.84
1023136,London Plane,Platanus x acerifolia,Platanus,Platanaceae,20,1900,2/1/00,Semi-Mature,11-20 years,20,NA,Street,30/9/20,"(-37.8044416093029, 144.9662961479101)",-37.80444161,144.9662961,320963.69,5813934.1
1022368,Canary Island Pine,Pinus canariensis,Pinus,Pinaceae,66,1900,2/1/00,Mature,31-60 years,60,NA,Park,30/9/20,"(-37.78735886512027, 144.96302129299343)",-37.78735887,144.9630213,320634.04,5815823.42
1046782,English Ash,Fraxinus excelsior,Fraxinus,Oleaceae,NA,1900,1/1/00,NA,NA,NA,NA,Park,30/9/20,"(-37.78869413041103, 144.9454228322631)",-37.78869413,144.9454228,319087.5,5815641.33
